node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ALYREF,NUP205,9606.ENSP00000421592,9606.ENSP00000285968,0,0,0,0,0.089,0.056,0.6,0.054,0.631
ALYREF,PSME3,9606.ENSP00000421592,9606.ENSP00000293362,0,0,0,0,0.629,0,0,0,0.629
ALYREF,CPSF2,9606.ENSP00000421592,9606.ENSP00000298875,0,0,0,0,0.08,0.251,0.6,0.294,0.779
ALYREF,NUDT21,9606.ENSP00000421592,9606.ENSP00000300291,0,0,0,0,0.641,0,0.6,0.385,0.904
ALYREF,SNRPD1,9606.ENSP00000421592,9606.ENSP00000300413,0,0,0,0,0.649,0.171,0,0.173,0.739
ALYREF,SRRM2,9606.ENSP00000421592,9606.ENSP00000301740,0,0,0,0,0.071,0.434,0,0.2,0.543
ALYREF,LSM3,9606.ENSP00000421592,9606.ENSP00000302160,0,0,0,0,0.514,0,0,0,0.514
ALYREF,SF3B3,9606.ENSP00000421592,9606.ENSP00000305790,0,0,0,0,0.34,0.349,0,0.111,0.585
ALYREF,PPIH,9606.ENSP00000421592,9606.ENSP00000306614,0,0,0,0,0.204,0.237,0,0.148,0.437
ALYREF,U2AF2,9606.ENSP00000421592,9606.ENSP00000307863,0,0,0,0,0.744,0.449,0.8,0.556,0.985
ALYREF,LSM1,9606.ENSP00000421592,9606.ENSP00000310596,0,0,0,0,0.067,0.056,0,0.399,0.425
ALYREF,NUP93,9606.ENSP00000421592,9606.ENSP00000310668,0,0,0,0,0.158,0.251,0.6,0.069,0.733
ALYREF,DDX23,9606.ENSP00000421592,9606.ENSP00000310723,0,0,0,0,0.13,0.244,0,0.212,0.437
ALYREF,RBM14,9606.ENSP00000421592,9606.ENSP00000311747,0,0,0,0,0.935,0,0,0.081,0.938
ALYREF,PABPC1,9606.ENSP00000421592,9606.ENSP00000313007,0,0,0,0,0.244,0.428,0,0.595,0.81
ALYREF,KHDRBS1,9606.ENSP00000421592,9606.ENSP00000313829,0,0,0,0,0.561,0.078,0,0.31,0.696
ALYREF,CSTF3,9606.ENSP00000421592,9606.ENSP00000315791,0,0,0,0,0.124,0,0.6,0.331,0.745
ALYREF,NUP98,9606.ENSP00000421592,9606.ENSP00000316032,0,0,0,0,0.212,0.141,0.6,0.328,0.793
ALYREF,HNRNPA0,9606.ENSP00000421592,9606.ENSP00000316042,0,0,0.283,0.605,0.904,0.183,0,0.291,0.934
ALYREF,NCL,9606.ENSP00000421592,9606.ENSP00000318195,0,0,0,0,0.461,0.247,0,0.486,0.773
ALYREF,RUVBL1,9606.ENSP00000421592,9606.ENSP00000318297,0,0,0,0,0.374,0.117,0,0.39,0.633
ALYREF,SF3B2,9606.ENSP00000421592,9606.ENSP00000318861,0,0,0,0,0.128,0.056,0,0.341,0.411
ALYREF,SUPT6H,9606.ENSP00000421592,9606.ENSP00000319104,0,0,0,0,0.081,0,0,0.679,0.693
ALYREF,EXOSC3,9606.ENSP00000421592,9606.ENSP00000323046,0,0,0,0,0.197,0,0,0.398,0.496
ALYREF,HNRNPM,9606.ENSP00000421592,9606.ENSP00000325376,0,0,0,0.602,0.937,0.289,0,0.261,0.957
ALYREF,SRSF7,9606.ENSP00000421592,9606.ENSP00000325905,0,0,0,0,0.658,0.27,0.8,0.428,0.967
ALYREF,SRRM1,9606.ENSP00000421592,9606.ENSP00000326261,0,0,0,0,0.095,0.789,0.8,0.537,0.98
ALYREF,THOC6,9606.ENSP00000421592,9606.ENSP00000326531,0,0,0,0,0.241,0.683,0.9,0.686,0.991
ALYREF,CSTF2T,9606.ENSP00000421592,9606.ENSP00000332444,0,0,0,0,0.064,0.212,0.6,0.248,0.748
ALYREF,SF3B1,9606.ENSP00000421592,9606.ENSP00000335321,0,0,0,0,0.179,0.35,0,0.25,0.565
ALYREF,CBX3,9606.ENSP00000421592,9606.ENSP00000336687,0,0,0,0,0.325,0.056,0,0.167,0.423
ALYREF,TNPO1,9606.ENSP00000421592,9606.ENSP00000336712,0,0,0,0,0.199,0,0,0.286,0.404
ALYREF,DHX15,9606.ENSP00000421592,9606.ENSP00000336741,0,0,0,0,0.389,0.17,0,0.143,0.528
ALYREF,SARNP,9606.ENSP00000421592,9606.ENSP00000337632,0,0,0,0,0.377,0.783,0.9,0.932,0.998
ALYREF,HNRNPA1,9606.ENSP00000421592,9606.ENSP00000341826,0,0,0.243,0,0.944,0.335,0,0.526,0.985
ALYREF,NUP43,9606.ENSP00000421592,9606.ENSP00000342262,0,0,0,0,0.199,0,0.6,0.212,0.725
ALYREF,SNRPD2,9606.ENSP00000421592,9606.ENSP00000342374,0,0,0,0,0.935,0.342,0,0.107,0.959
ALYREF,CPSF7,9606.ENSP00000421592,9606.ENSP00000345412,0,0,0,0,0.119,0,0.6,0.192,0.69
ALYREF,NUP50,9606.ENSP00000421592,9606.ENSP00000345895,0,0,0,0,0.177,0,0.6,0.157,0.698
ALYREF,DDX21,9606.ENSP00000421592,9606.ENSP00000346120,0,0,0,0,0.127,0.282,0,0.212,0.463
ALYREF,THRAP3,9606.ENSP00000421592,9606.ENSP00000346634,0,0,0,0,0.106,0.07,0,0.345,0.407
ALYREF,FN1,9606.ENSP00000421592,9606.ENSP00000346839,0,0,0,0,0,0.074,0,0.701,0.711
ALYREF,UPF2,9606.ENSP00000421592,9606.ENSP00000348708,0,0,0,0,0.106,0,0,0.658,0.681
ALYREF,HNRNPH1,9606.ENSP00000421592,9606.ENSP00000349168,0,0,0,0,0.942,0.252,0,0.483,0.975
ALYREF,PTBP1,9606.ENSP00000421592,9606.ENSP00000349428,0,0,0,0,0.94,0,0,0.213,0.951
ALYREF,SFPQ,9606.ENSP00000421592,9606.ENSP00000349748,0,0,0,0,0.715,0.13,0,0.181,0.779
ALYREF,HNRNPAB,9606.ENSP00000421592,9606.ENSP00000351108,0,0,0.239,0,0.728,0.183,0,0.19,0.845
ALYREF,NUP214,9606.ENSP00000421592,9606.ENSP00000352400,0,0,0,0,0.098,0.247,0.6,0.535,0.857
ALYREF,ETF1,9606.ENSP00000421592,9606.ENSP00000353741,0,0,0,0,0.235,0,0,0.401,0.522
ALYREF,MATR3,9606.ENSP00000421592,9606.ENSP00000354346,0,0,0,0,0.938,0.128,0,0.24,0.955
ALYREF,TOP1,9606.ENSP00000421592,9606.ENSP00000354522,0,0,0,0,0.047,0,0,0.453,0.456
ALYREF,ILF2,9606.ENSP00000421592,9606.ENSP00000355011,0,0,0,0,0.925,0,0,0.236,0.941
ALYREF,CTNNBL1,9606.ENSP00000421592,9606.ENSP00000355050,0,0,0,0,0.729,0,0,0,0.729
ALYREF,TPR,9606.ENSP00000421592,9606.ENSP00000356448,0,0,0,0,0.287,0.349,0.6,0.399,0.873
ALYREF,DHX9,9606.ENSP00000421592,9606.ENSP00000356520,0,0,0,0,0.706,0.375,0,0.213,0.842
ALYREF,SF3B5,9606.ENSP00000421592,9606.ENSP00000356541,0,0,0,0,0.526,0,0,0.122,0.566
ALYREF,TIAL1,9606.ENSP00000421592,9606.ENSP00000358089,0,0,0,0,0.44,0.212,0,0.115,0.576
ALYREF,RBM15,9606.ENSP00000421592,9606.ENSP00000358799,0,0,0,0,0.072,0.486,0,0.599,0.792
ALYREF,NFKB2,9606.ENSP00000421592,9606.ENSP00000358983,0,0,0,0,0,0.068,0,0.537,0.55
ALYREF,RBMX,9606.ENSP00000421592,9606.ENSP00000359645,0,0,0,0,0.93,0,0,0.383,0.955
ALYREF,SRSF11,9606.ENSP00000421592,9606.ENSP00000359988,0,0,0,0,0.135,0,0.8,0.519,0.909
ALYREF,MAGOH,9606.ENSP00000421592,9606.ENSP00000360525,0,0,0,0,0.483,0.523,0.6,0.613,0.956
ALYREF,CDC5L,9606.ENSP00000421592,9606.ENSP00000360532,0,0,0,0,0.109,0.337,0,0.302,0.552
ALYREF,STAU1,9606.ENSP00000421592,9606.ENSP00000360922,0,0,0,0,0,0.487,0,0.198,0.572
ALYREF,EXOSC2,9606.ENSP00000421592,9606.ENSP00000361433,0,0,0,0,0.511,0,0,0.101,0.541
ALYREF,NUP188,9606.ENSP00000421592,9606.ENSP00000361658,0,0,0,0,0.089,0,0.6,0,0.62
ALYREF,SET,9606.ENSP00000421592,9606.ENSP00000361777,0,0,0,0,0.427,0,0,0,0.427
ALYREF,HNRNPH2,9606.ENSP00000421592,9606.ENSP00000361927,0,0,0,0,0.152,0.252,0,0.48,0.641
ALYREF,PABPC4,9606.ENSP00000421592,9606.ENSP00000361949,0,0,0,0,0.104,0.428,0,0.25,0.583
ALYREF,CSTF2,9606.ENSP00000421592,9606.ENSP00000362063,0,0,0,0,0.124,0.212,0.6,0.449,0.827
ALYREF,SRSF3,9606.ENSP00000421592,9606.ENSP00000362820,0,0,0,0,0.921,0,0.8,0.585,0.992
ALYREF,SRSF4,9606.ENSP00000421592,9606.ENSP00000362900,0,0,0,0,0.122,0.343,0.8,0.389,0.92
ALYREF,PRPF4,9606.ENSP00000421592,9606.ENSP00000363313,0,0,0,0,0.4,0.314,0,0.096,0.595
ALYREF,HNRNPR,9606.ENSP00000421592,9606.ENSP00000363745,0,0,0,0,0.938,0.243,0,0.45,0.972
ALYREF,NCBP1,9606.ENSP00000421592,9606.ENSP00000364289,0,0,0,0,0.201,0.805,0.6,0.986,0.999
ALYREF,SKIV2L,9606.ENSP00000421592,9606.ENSP00000364543,0,0,0,0,0.062,0.368,0,0.117,0.431
ALYREF,MAPRE1,9606.ENSP00000421592,9606.ENSP00000364721,0,0,0,0,0,0,0,0.424,0.424
ALYREF,HNRNPK,9606.ENSP00000421592,9606.ENSP00000365439,0,0,0,0,0.939,0.349,0,0.456,0.976
ALYREF,XRN2,9606.ENSP00000421592,9606.ENSP00000366396,0,0,0,0,0.097,0.105,0,0.471,0.535
ALYREF,SF1,9606.ENSP00000421592,9606.ENSP00000366604,0,0,0,0,0.291,0.117,0,0.189,0.448
ALYREF,NUP160,9606.ENSP00000421592,9606.ENSP00000367721,0,0,0,0,0.095,0,0.6,0.147,0.664
ALYREF,NAP1L4,9606.ENSP00000421592,9606.ENSP00000369915,0,0,0,0,0,0.345,0,0.144,0.415
ALYREF,DDX1,9606.ENSP00000421592,9606.ENSP00000370745,0,0,0,0,0.169,0.213,0,0.253,0.469
ALYREF,NUPL1,9606.ENSP00000421592,9606.ENSP00000371155,0,0,0,0,0.042,0,0.6,0,0.6
ALYREF,NOP2,9606.ENSP00000421592,9606.ENSP00000371858,0,0,0,0,0.102,0.3,0,0.369,0.569
ALYREF,HNRNPUL1,9606.ENSP00000421592,9606.ENSP00000375863,0,0,0,0,0.137,0.212,0,0.187,0.4
ALYREF,SUMO1,9606.ENSP00000421592,9606.ENSP00000376077,0,0,0,0,0.44,0,0,0.074,0.459
ALYREF,SRSF2,9606.ENSP00000421592,9606.ENSP00000376276,0,0,0.275,0.628,0.187,0.27,0.8,0.682,0.911
ALYREF,HNRNPA3,9606.ENSP00000421592,9606.ENSP00000376309,0,0,0.319,0,0.526,0.352,0,0.491,0.879
ALYREF,RAE1,9606.ENSP00000421592,9606.ENSP00000379182,0,0,0,0,0.076,0.184,0.6,0.753,0.915
ALYREF,DDX39B,9606.ENSP00000421592,9606.ENSP00000379475,0,0,0,0,0.946,0.943,0.9,0.992,0.999
ALYREF,DDX17,9606.ENSP00000421592,9606.ENSP00000380033,0,0,0,0,0.184,0.282,0,0.218,0.502
ALYREF,DEK,9606.ENSP00000421592,9606.ENSP00000380414,0,0,0,0,0.079,0,0,0.473,0.494
ALYREF,KHSRP,9606.ENSP00000421592,9606.ENSP00000381216,0,0,0,0,0.424,0,0,0.123,0.473
ALYREF,SEH1L,9606.ENSP00000421592,9606.ENSP00000382779,0,0,0,0,0.134,0,0.6,0.067,0.648
ALYREF,DDX3X,9606.ENSP00000421592,9606.ENSP00000382840,0,0,0,0,0.195,0.4,0,0.313,0.64
ALYREF,XPO1,9606.ENSP00000421592,9606.ENSP00000384863,0,0,0,0,0.192,0.056,0,0.608,0.675
ALYREF,ELAVL1,9606.ENSP00000421592,9606.ENSP00000385269,0,0,0.201,0,0.94,0.154,0,0.266,0.966
ALYREF,SSB,9606.ENSP00000421592,9606.ENSP00000386636,0,0,0,0,0.734,0.076,0,0.073,0.753
ALYREF,EFTUD2,9606.ENSP00000421592,9606.ENSP00000392094,0,0,0,0,0.327,0.557,0,0.23,0.75
ALYREF,POLDIP3,9606.ENSP00000421592,9606.ENSP00000397927,0,0,0,0.609,0.049,0.129,0.6,0.685,0.734
ALYREF,EWSR1,9606.ENSP00000421592,9606.ENSP00000400142,0,0,0,0,0.398,0.114,0,0.213,0.543
ALYREF,HNRNPF,9606.ENSP00000421592,9606.ENSP00000400433,0,0,0,0,0.751,0.35,0,0.341,0.884
ALYREF,SNRPE,9606.ENSP00000421592,9606.ENSP00000400591,0,0,0,0,0.883,0.171,0,0.233,0.919
ALYREF,RANGAP1,9606.ENSP00000421592,9606.ENSP00000401470,0,0,0,0,0.14,0,0,0.405,0.466
ALYREF,ILF3,9606.ENSP00000421592,9606.ENSP00000404121,0,0,0,0,0.905,0,0,0.097,0.91
ALYREF,PRMT1,9606.ENSP00000421592,9606.ENSP00000406162,0,0,0,0,0.264,0.19,0,0.224,0.497
ALYREF,SNRPB,9606.ENSP00000421592,9606.ENSP00000412566,0,0,0,0,0.413,0.172,0,0.247,0.602
ALYREF,TRA2B,9606.ENSP00000421592,9606.ENSP00000416959,0,0,0.237,0,0.934,0.183,0,0.477,0.975
ALYREF,NAA10,9606.ENSP00000421592,9606.ENSP00000417763,0,0,0,0,0.433,0,0,0,0.433
ALYREF,ANP32A,9606.ENSP00000421592,9606.ENSP00000417864,0,0,0,0,0.289,0,0,0.204,0.41
ALYREF,SRSF10,9606.ENSP00000421592,9606.ENSP00000420195,0,0,0,0,0.339,0.183,0,0.253,0.562
ALYREF,POLR2A,9606.ENSP00000421592,9606.ENSP00000480158,0,0,0,0,0.048,0.27,0,0.227,0.416
ALYREF,LSM4,9606.ENSP00000421592,9606.ENSP00000469468,0,0,0,0,0.31,0.131,0,0.112,0.421
ALYREF,CELF1,9606.ENSP00000421592,9606.ENSP00000435926,0,0,0,0,0.239,0.149,0,0.2,0.436
ALYREF,YTHDF3,9606.ENSP00000421592,9606.ENSP00000478490,0,0,0,0,0.111,0,0,0.395,0.439
ALYREF,SUPT5H,9606.ENSP00000421592,9606.ENSP00000470252,0,0,0,0,0.057,0.106,0,0.397,0.448
ALYREF,RUVBL2,9606.ENSP00000421592,9606.ENSP00000473172,0,0,0,0,0.412,0.078,0,0.11,0.476
ALYREF,DDX6,9606.ENSP00000421592,9606.ENSP00000478754,0,0,0,0,0.087,0.248,0,0.301,0.479
ALYREF,PRPF8,9606.ENSP00000421592,9606.ENSP00000460348,0,0,0,0,0.183,0.397,0,0.1,0.518
ALYREF,NAP1L1,9606.ENSP00000421592,9606.ENSP00000477538,0,0,0,0,0,0.502,0,0.151,0.56
ALYREF,SAFB,9606.ENSP00000421592,9606.ENSP00000467423,0,0,0,0,0.517,0,0,0.253,0.624
ALYREF,HNRNPDL,9606.ENSP00000421592,9606.ENSP00000483254,0,0,0,0,0.2,0.183,0,0.48,0.631
ALYREF,PLRG1,9606.ENSP00000421592,9606.ENSP00000424417,0,0,0,0,0.16,0.547,0,0.141,0.645
ALYREF,NUP37,9606.ENSP00000421592,9606.ENSP00000448054,0,0,0,0,0.176,0,0.6,0,0.656
ALYREF,NUP88,9606.ENSP00000421592,9606.ENSP00000458954,0,0,0,0,0.115,0,0.6,0.235,0.705
ALYREF,NUP62,9606.ENSP00000421592,9606.ENSP00000471191,0,0,0,0,0.092,0,0.6,0.259,0.707
ALYREF,BCLAF1,9606.ENSP00000421592,9606.ENSP00000435210,0,0,0,0,0.424,0.457,0,0.235,0.739
ALYREF,NUP153,9606.ENSP00000421592,9606.ENSP00000444029,0,0,0,0,0.077,0.1,0.6,0.392,0.771
ALYREF,TAF15,9606.ENSP00000421592,9606.ENSP00000474096,0,0,0,0,0.743,0,0,0.202,0.787
ALYREF,SNRNP70,9606.ENSP00000421592,9606.ENSP00000472998,0,0,0,0,0.734,0.284,0,0.338,0.863
ALYREF,CPSF1,9606.ENSP00000421592,9606.ENSP00000484669,0,0,0,0,0.441,0.251,0.6,0.341,0.875
ALYREF,SRSF5,9606.ENSP00000421592,9606.ENSP00000452123,0,0,0,0,0.178,0.343,0.8,0.34,0.919
ALYREF,UPF1,9606.ENSP00000421592,9606.ENSP00000470142,0,0,0,0,0.229,0.789,0,0.616,0.932
ALYREF,SRRT,9606.ENSP00000421592,9606.ENSP00000480421,0,0,0,0,0.648,0.27,0,0.808,0.946
ALYREF,RBM8A,9606.ENSP00000421592,9606.ENSP00000463058,0,0,0.205,0,0.384,0.471,0.6,0.645,0.956
ALYREF,ERH,9606.ENSP00000421592,9606.ENSP00000451080,0,0,0,0,0.944,0.101,0,0.265,0.959
ALYREF,HNRNPC,9606.ENSP00000421592,9606.ENSP00000451291,0,0,0,0,0.938,0.378,0,0.527,0.98
ALYREF,RNPS1,9606.ENSP00000421592,9606.ENSP00000457723,0,0,0,0,0.448,0.726,0.8,0.798,0.993
AMDHD1,HAL,9606.ENSP00000266736,9606.ENSP00000261208,0.219,0.377,0.448,0,0.131,0,0,0.663,0.907
AMDHD1,ASS1,9606.ENSP00000266736,9606.ENSP00000361471,0,0,0,0,0.062,0,0,0.389,0.402
AMDHD1,SDSL,9606.ENSP00000266736,9606.ENSP00000385790,0.111,0,0,0,0.064,0.056,0,0.354,0.425
AMDHD1,HMGCL,9606.ENSP00000266736,9606.ENSP00000363614,0.138,0,0,0,0.062,0,0,0.418,0.488
AMDHD1,FTCD,9606.ENSP00000266736,9606.ENSP00000291670,0,0,0.326,0,0.103,0,0.9,0.626,0.974
AMDHD1,UROC1,9606.ENSP00000266736,9606.ENSP00000373073,0.219,0,0.447,0,0.123,0,0.9,0.67,0.985
ANAPC1,RBX1,9606.ENSP00000339109,9606.ENSP00000216225,0,0,0,0,0.082,0.524,0,0.276,0.656
ANAPC1,PYGL,9606.ENSP00000339109,9606.ENSP00000216392,0,0,0,0,0,0,0,0.485,0.485
ANAPC1,TUBG1,9606.ENSP00000339109,9606.ENSP00000251413,0,0,0,0,0.173,0,0,0.457,0.532
ANAPC1,PHC2,9606.ENSP00000339109,9606.ENSP00000257118,0,0,0,0,0,0,0.9,0,0.9
ANAPC1,ANAPC5,9606.ENSP00000339109,9606.ENSP00000261819,0,0,0,0,0.244,0.998,0.9,0.852,0.999
ANAPC1,HAT1,9606.ENSP00000339109,9606.ENSP00000264108,0,0,0,0,0.143,0,0,0.35,0.419
ANAPC1,MCM6,9606.ENSP00000339109,9606.ENSP00000264156,0,0,0,0,0.195,0.071,0,0.325,0.451
ANAPC1,CDK6,9606.ENSP00000339109,9606.ENSP00000265734,0,0,0,0,0.062,0.25,0,0.242,0.42
ANAPC1,CDK2,9606.ENSP00000339109,9606.ENSP00000266970,0,0,0,0,0.104,0.261,0.6,0.274,0.782
ANAPC1,RANBP2,9606.ENSP00000339109,9606.ENSP00000283195,0,0,0,0,0.069,0,0,0.657,0.667
ANAPC1,ANAPC2,9606.ENSP00000339109,9606.ENSP00000314004,0,0,0,0,0.172,0.998,0.9,0.8,0.999
ANAPC1,GAK,9606.ENSP00000339109,9606.ENSP00000314499,0,0,0,0,0.06,0.788,0,0,0.792
ANAPC1,NCL,9606.ENSP00000339109,9606.ENSP00000318195,0,0,0,0,0,0.666,0,0,0.666
ANAPC1,POLR2B,9606.ENSP00000339109,9606.ENSP00000370625,0,0,0,0,0.15,0,0,0.336,0.412
ANAPC1,PUM1,9606.ENSP00000339109,9606.ENSP00000391723,0,0,0,0,0.177,0.172,0,0.208,0.413
ANAPC1,PFKP,9606.ENSP00000339109,9606.ENSP00000370517,0,0,0,0,0,0,0,0.448,0.448
ANAPC1,EHMT2,9606.ENSP00000339109,9606.ENSP00000364678,0,0,0,0,0.062,0,0.6,0,0.608
ANAPC1,EEF1E1,9606.ENSP00000339109,9606.ENSP00000369038,0,0,0,0,0.077,0,0,0.624,0.638
ANAPC1,NAP1L4,9606.ENSP00000339109,9606.ENSP00000369915,0,0,0,0,0,0.677,0,0,0.677
ANAPC1,BRCC3,9606.ENSP00000339109,9606.ENSP00000358474,0,0,0,0,0.062,0,0.9,0,0.902
ANAPC1,BUB3,9606.ENSP00000339109,9606.ENSP00000357858,0,0,0,0,0.086,0.769,0.6,0.52,0.954
ANAPC1,ANAPC7,9606.ENSP00000339109,9606.ENSP00000394394,0,0,0,0,0.108,0.98,0.9,0.68,0.999
ANAPC2,RBX1,9606.ENSP00000314004,9606.ENSP00000216225,0,0,0,0,0.106,0.534,0,0.429,0.741
ANAPC2,PHC2,9606.ENSP00000314004,9606.ENSP00000257118,0,0,0,0,0.077,0,0.9,0,0.903
ANAPC2,ANAPC5,9606.ENSP00000314004,9606.ENSP00000261819,0,0,0,0,0.177,0.998,0.9,0.822,0.999
ANAPC2,CSE1L,9606.ENSP00000314004,9606.ENSP00000262982,0,0,0,0,0.053,0,0,0.58,0.585
ANAPC2,CDK2,9606.ENSP00000314004,9606.ENSP00000266970,0,0,0,0,0.062,0.158,0.6,0.272,0.739
ANAPC2,KNTC1,9606.ENSP00000314004,9606.ENSP00000328236,0,0,0,0,0.065,0,0,0.39,0.405
ANAPC2,HSP90AB1,9606.ENSP00000314004,9606.ENSP00000360609,0,0,0,0,0.049,0.129,0,0.522,0.569
ANAPC2,UBE4A,9606.ENSP00000314004,9606.ENSP00000387362,0,0,0,0,0.066,0,0,0.57,0.582
ANAPC2,EHMT2,9606.ENSP00000314004,9606.ENSP00000364678,0,0,0,0,0.082,0,0.6,0.09,0.637
ANAPC2,BUB3,9606.ENSP00000314004,9606.ENSP00000357858,0,0,0,0,0.06,0,0.6,0.306,0.716
ANAPC2,BRCC3,9606.ENSP00000314004,9606.ENSP00000358474,0,0,0,0,0.065,0,0.9,0.083,0.906
ANAPC2,ANAPC7,9606.ENSP00000314004,9606.ENSP00000394394,0,0,0,0,0.068,0.998,0.9,0.64,0.999
ANAPC5,SF3A2,9606.ENSP00000261819,9606.ENSP00000221494,0,0,0,0,0.082,0,0,0.672,0.686
ANAPC5,PHC2,9606.ENSP00000261819,9606.ENSP00000257118,0,0,0,0,0,0,0.9,0.345,0.931
ANAPC5,MCM3,9606.ENSP00000261819,9606.ENSP00000480987,0,0,0,0,0.268,0,0,0.23,0.413
ANAPC5,PDS5A,9606.ENSP00000261819,9606.ENSP00000303427,0,0,0,0,0.192,0,0,0.43,0.52
ANAPC5,PABPC1,9606.ENSP00000261819,9606.ENSP00000313007,0,0,0,0,0.139,0.27,0,0.447,0.622
ANAPC5,EHMT2,9606.ENSP00000261819,9606.ENSP00000364678,0,0,0,0,0.118,0,0.6,0.099,0.654
ANAPC5,CDK2,9606.ENSP00000261819,9606.ENSP00000266970,0,0,0,0,0.089,0,0.6,0.185,0.677
ANAPC5,BRCC3,9606.ENSP00000261819,9606.ENSP00000358474,0,0,0,0,0.055,0,0.9,0.053,0.902
ANAPC5,BUB3,9606.ENSP00000261819,9606.ENSP00000357858,0,0,0,0,0.141,0.766,0.6,0.692,0.971
ANAPC5,ANAPC7,9606.ENSP00000261819,9606.ENSP00000394394,0,0,0,0,0.357,0.976,0.9,0.853,0.999
ANAPC7,PHC2,9606.ENSP00000394394,9606.ENSP00000257118,0,0,0,0,0,0,0.9,0,0.9
ANAPC7,MCM4,9606.ENSP00000394394,9606.ENSP00000262105,0,0,0,0,0.271,0,0,0.273,0.448
ANAPC7,HAT1,9606.ENSP00000394394,9606.ENSP00000264108,0,0,0,0,0.472,0,0,0,0.472
ANAPC7,CDK2,9606.ENSP00000394394,9606.ENSP00000266970,0,0,0,0,0.077,0,0.6,0.125,0.649
ANAPC7,NCL,9606.ENSP00000394394,9606.ENSP00000318195,0,0,0,0,0.045,0.679,0,0,0.68
ANAPC7,SUPT6H,9606.ENSP00000394394,9606.ENSP00000319104,0,0,0,0,0.097,0.679,0,0,0.697
ANAPC7,BUB3,9606.ENSP00000394394,9606.ENSP00000357858,0,0,0,0,0.118,0,0.6,0.136,0.668
ANAPC7,BRCC3,9606.ENSP00000394394,9606.ENSP00000358474,0,0,0,0,0,0,0.9,0,0.9
ANAPC7,EHMT2,9606.ENSP00000394394,9606.ENSP00000364678,0,0,0,0,0.101,0,0.6,0,0.625
ANAPC7,NAP1L4,9606.ENSP00000394394,9606.ENSP00000369915,0,0,0,0,0,0.861,0,0,0.861
ANAPC7,MCM3,9606.ENSP00000394394,9606.ENSP00000480987,0,0,0,0,0.239,0,0,0.265,0.417
ANGPTL3,DOCK7,9606.ENSP00000360170,9606.ENSP00000251157,0,0,0,0,0,0,0,0.556,0.556
ANGPTL3,APOE,9606.ENSP00000360170,9606.ENSP00000252486,0,0,0,0,0.062,0.077,0,0.558,0.583
ANGPTL3,SERPINA10,9606.ENSP00000360170,9606.ENSP00000261994,0,0,0,0,0.497,0.062,0,0.263,0.622
ANGPTL3,GPAM,9606.ENSP00000360170,9606.ENSP00000265276,0,0,0,0,0.062,0,0,0.648,0.656
ANGPTL3,FTCD,9606.ENSP00000360170,9606.ENSP00000291670,0,0,0,0,0.634,0,0,0,0.634
ANGPTL3,DOCK6,9606.ENSP00000360170,9606.ENSP00000294618,0,0,0,0,0,0,0,0.404,0.404
ANGPTL3,MLXIPL,9606.ENSP00000360170,9606.ENSP00000320886,0,0,0,0,0.063,0,0,0.564,0.574
ANGPTL3,LPA,9606.ENSP00000360170,9606.ENSP00000321334,0,0,0,0,0.249,0.105,0,0.342,0.519
ANGPTL3,APOA4,9606.ENSP00000360170,9606.ENSP00000350425,0,0,0,0,0.279,0.081,0,0.325,0.513
ANGPTL3,GALNT2,9606.ENSP00000360170,9606.ENSP00000355632,0,0,0,0,0,0,0,0.663,0.663
ANGPTL3,MVK,9606.ENSP00000360170,9606.ENSP00000443551,0,0,0,0,0,0,0,0.402,0.402
ANGPTL3,TTC39B,9606.ENSP00000360170,9606.ENSP00000422496,0,0,0,0,0.052,0,0,0.401,0.407
ANGPTL3,APOC1,9606.ENSP00000360170,9606.ENSP00000465356,0,0,0,0,0.083,0,0,0.423,0.448
ANGPTL3,OPTN,9606.ENSP00000360170,9606.ENSP00000368022,0,0,0,0,0,0,0,0.488,0.487
ANGPTL3,MTTP,9606.ENSP00000360170,9606.ENSP00000427679,0,0,0,0,0.077,0,0,0.47,0.489
ANGPTL3,LSP1,9606.ENSP00000360170,9606.ENSP00000371194,0,0,0,0,0,0,0,0.548,0.548
ANGPTL3,ITIH3,9606.ENSP00000360170,9606.ENSP00000415769,0,0,0,0,0.555,0,0,0,0.555
ANGPTL3,MBL2,9606.ENSP00000360170,9606.ENSP00000363079,0,0,0,0,0.535,0.158,0,0,0.592
ANGPTL3,PAH,9606.ENSP00000360170,9606.ENSP00000448059,0,0,0,0,0.641,0,0,0.079,0.656
ANGPTL3,TMPRSS6,9606.ENSP00000360170,9606.ENSP00000371211,0,0,0,0,0.63,0.056,0,0.094,0.656
ANKHD1,ANKRD17,9606.ENSP00000354085,9606.ENSP00000351416,0,0,0,0.958,0.192,0.289,0,0.613,0.416
ANKHD1,NUP153,9606.ENSP00000354085,9606.ENSP00000444029,0,0,0,0,0.175,0,0,0.303,0.4
ANKHD1,WBP2,9606.ENSP00000354085,9606.ENSP00000467579,0,0,0,0,0,0.103,0,0.366,0.407
ANKHD1,SPTBN2,9606.ENSP00000354085,9606.ENSP00000432568,0,0,0,0,0.063,0.139,0,0.377,0.453
ANKHD1,RBM17,9606.ENSP00000354085,9606.ENSP00000388638,0,0,0,0,0.088,0.077,0,0.499,0.542
