"DrugID","Indication"
"D04GIO","B-cell lymphoma [ICD-11: 2A86] Phase 1/2"
"D04GJN","Breast cancer [ICD-11: 2C60-2C65] Approved"
"D04GJX","Arteriosclerosis [ICD-11: BD40] Terminated"
"D04GKL","Ischemia [ICD-11: 8B10-8B11] Phase 2"
"D04GKO","Congestive heart failure [ICD-11: BD10] Approved"
"D04GKP","Arthropathy [ICD-11: FA11-FA38] Phase 2"
"D04GLJ","Pain [ICD-11: MG30-MG3Z] Phase 2"
"D04GMY","Gastroparesis [ICD-11: DA41.00] Phase 2"
"D04GNG","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 1"
"D04GNG","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04GNX","Seizure disorder [ICD-11: 8A6Z] Phase 2"
"D04GPZ","Resorption of radiopaque agents [ICD-11: N.A.] Approved"
"D04GRB","Chronic obstructive pulmonary disease [ICD-11: CA22] Phase 2"
"D04GSA","Vomiting [ICD-11: MD90] Terminated"
"D04GSL","Hepatocellular carcinoma [ICD-11: 2C12.02] Approved"
"D04GSV","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04GSY","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"D04GTA","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"D04GTW","Diabetic complication [ICD-11: 5A2Y] Investigative"
"D04GVN","Arteriosclerosis [ICD-11: BD40] Discontinued in Phase 1"
"D04GWO","Rheumatoid arthritis [ICD-11: FA20] Phase 3"
"D04GWO","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2"
"D04GWY","Human immunodeficiency virus infection [ICD-11: 1C62] Discontinued in Phase 2"
"D04GXS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Terminated"
"D04GYO","Tinea pedis [ICD-11: 1F28.2] Approved"
"D04GZA","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D04GZS","Spinal cord injury [ICD-11: ND51.2] Phase 2"
"D04HAA","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04HAF","Insomnia [ICD-11: 7A00-7A0Z] Phase 2"
"D04HBH","Bone metastases [ICD-11: 2D50] Investigative"
"D04HBJ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04HBL","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04HBL","Infectious disease [ICD-11: 1A00-CA43.1] Patented"
"D04HBL","Human immunodeficiency virus infection [ICD-11: 1C62] Patented"
"D04HBL","Hepatitis [ICD-11: DB97.Z] Patented"
"D04HCS","Osteoarthritis pain [ICD-11: MG30.31] Patented"
"D04HCS","Cancer related pain [ICD-11: MG30] Patented"
"D04HCS","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D04HCS","Inflammatory pain [ICD-11: MG30.42] Patented"
"D04HDZ","Multiple myeloma [ICD-11: 2A83] Phase 1"
"D04HER","Multiple sclerosis [ICD-11: 8A40] Investigative"
"D04HEW","Albinism [ICD-11: EC23.2] Patented"
"D04HEW","Ephelides [ICD-11: ED61.0] Patented"
"D04HEW","Menkes disease [ICD-11: 5C64.0] Patented"
"D04HEW","Senile lentigines [ICD-11: ED61.0] Patented"
"D04HEW","Melasma [ICD-11: ED60.1] Patented"
"D04HHW","Asthma [ICD-11: CA23] Discontinued in Phase 2"
"D04HIS","Varicella zoster virus infection [ICD-11: 1E91] Approved"
"D04HIZ","Artery stenosis [ICD-11: BD52] Discontinued in Phase 2"
"D04HJE","Multiple sclerosis [ICD-11: 8A40] Phase 2"
"D04HLE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 2"
"D04HMD","Malaria [ICD-11: 1F40-1F45] Investigative"
"D04HMK","Melanoma [ICD-11: 2C30] Phase 2"
"D04HMM","Migraine [ICD-11: 8A80] Preclinical"
"D04HOT","Macular degeneration [ICD-11: 9B78.3] Phase 2"
"D04HQA","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 2"
"D04HQC","Hepatitis B virus infection [ICD-11: 1E51.0] Phase 2"
"D04HQJ","Necrotizing soft tissue infection [ICD-11: 1B71] Phase 3"
"D04HQT","Influenza virus infection [ICD-11: 1E30-1E32] Phase 2"
"D04HSH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04HTL","Inflammatory bowel disease [ICD-11: DD72] Investigative"
"D04HUC","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04HVB","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 2"
"D04HWK","Renal cell carcinoma [ICD-11: 2C90] Phase 1"
"D04HXB","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D04HXP","Non-alcoholic steatohepatitis [ICD-11: DB92.1] Investigative"
"D04HXS","Urinary incontinence [ICD-11: MF50.2] Discontinued in Phase 2"
"D04HYR","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04HZX","Psoriasis vulgaris [ICD-11: EA90] Discontinued in Phase 1"
"D04IAJ","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 2"
"D04IBA","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 2"
"D04IBG","Hepatitis B virus infection [ICD-11: 1E51.0] Approved"
"D04IBG","Bordetella pertussis infection [ICD-11: 1C12.0] Approved"
"D04IBI","Allergy [ICD-11: 4A80-4A85] Investigative"
"D04ICN","Dermatitis [ICD-11: EA80-EA89] Terminated"
"D04IDT","Helicobacter infection [ICD-11: DA42-DA63] Terminated"
"D04IEM","Constitutional neutropenia [ICD-11: 4B00.0] Approved"
"D04IFD","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04IFU","Allergic rhinitis [ICD-11: CA08.0] Discontinued in Phase 2"
"D04IHB","Mycobacterium infection [ICD-11: 1B10-1B21] Phase 2"
"D04IIU","Lymphoma [ICD-11: 2A80-2A86] Phase 2"
"D04IJZ","Eye disorder [ICD-11: 9A01-9A0Z] Phase 3"
"D04IKF","Heart failure [ICD-11: BD10-BD13] Phase 2"
"D04IME","Hyperlipidaemia [ICD-11: 5C80] Discontinued in Phase 2"
"D04INP","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 3"
"D04IPX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04IQH","Diabetic macular edema [ICD-11: 9B71.02] Phase 2"
"D04ITO","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D04ITR","Severe acute respiratory syndrome (SARS) [ICD-11: 1D65] Preclinical"
"D04ITR","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Preclinical"
"D04ITR","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Investigative"
"D04IUB","Attention deficit hyperactivity disorder [ICD-11: 6A05.Z] Phase 3"
"D04IUQ","Gastrointestinal disease [ICD-11: DE2Z] Approved"
"D04IUY","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04IWZ","Clostridium infection [ICD-11: 1A04] Investigative"
"D04IXD","Multiple myeloma [ICD-11: 2A83] Phase 2"
"D04IXJ","Pain [ICD-11: MG30-MG3Z] Investigative"
"D04IXL","Hepatitis virus infection [ICD-11: 1E50-1E51] Phase 1"
"D04IXL","Hepatitis C virus infection [ICD-11: 1E51.1] Phase 1"
"D04JAB","Multiple sclerosis [ICD-11: 8A40] Phase 2"
"D04JAQ","Familial hypercholesterolemia [ICD-11: 5C80.00] Investigative"
"D04JAT","Migraine [ICD-11: 8A80] Phase 1"
"D04JCD","Pruritus [ICD-11: EC90] Patented"
"D04JCD","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04JCD","Chronic pain [ICD-11: MG30] Patented"
"D04JCD","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D04JCD","Thymic cancer [ICD-11: 2C27] Patented"
"D04JCN","Parkinson disease [ICD-11: 8A00.0] Approved"
"D04JCT","Kidney disease [ICD-11: GC2Z] Investigative"
"D04JEE","Migraine [ICD-11: 8A80] Approved"
"D04JFB","Ocular disease [ICD-11: 1F00.1Z] Investigative"
"D04JFG","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2"
"D04JFT","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 2"
"D04JGA","Angina pectoris [ICD-11: BA40] Discontinued in Phase 1"
"D04JHH","leukaemia [ICD-11: 2A60-2B33] Phase 1/2"
"D04JHH","Lymphoma [ICD-11: 2A80-2A86] Phase 1/2"
"D04JHH","Multiple myeloma [ICD-11: 2A83] Phase 1/2"
"D04JHN","Pain [ICD-11: MG30-MG3Z] Approved"
"D04JHN","Chronic pain [ICD-11: MG30] Phase 3"
"D04JIE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04JIM","Rhinitis [ICD-11: FA20] Phase 2"
"D04JIS","Huntington disease [ICD-11: 8A01.10] Investigative"
"D04JJE","Asthma [ICD-11: CA23] Terminated"
"D04JKE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04JKG","Hearing disorder [ICD-11: AB50-AB57] Investigative"
"D04JLW","Allergy [ICD-11: 4A80-4A85] Terminated"
"D04JMG","Inflammatory bowel disease [ICD-11: DD72] Investigative"
"D04JMI","Neurotoxicity [ICD-11: NE61] Phase 1"
"D04JMQ","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D04JNC","Lung inflammation [ICD-11: CA40.Z] Investigative"
"D04JNI","Chronic obstructive pulmonary disease [ICD-11: CA22] Phase 2"
"D04JNZ","Human immunodeficiency virus infection [ICD-11: 1C62] Investigative"
"D04JOE","Sciatica [ICD-11: ME84.3] Phase 1/2"
"D04JPJ","Brain cancer [ICD-11: 2A00] Approved"
"D04JPQ","Diabetic complication [ICD-11: 5A2Y] Investigative"
"D04JQR","Neurological disorder [ICD-11: 6B60] Terminated"
"D04JRK","Multiple sclerosis [ICD-11: 8A40] Investigative"
"D04JSE","Obesity [ICD-11: 5B81] Investigative"
"D04JSI","Acute myeloid leukaemia [ICD-11: 2A60] Preclinical"
"D04JTD","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D04JTX","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 1"
"D04JTY","Malaria [ICD-11: 1F40-1F45] Investigative"
"D04JTY","Urinary tract infection [ICD-11: GC08] Investigative"
"D04JVU","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04JVX","Type-2 diabetes [ICD-11: 5A11] Terminated"
"D04JYK","Clostridium infection [ICD-11: 1A04] Phase 3"
"D04JZD","Poison intoxication [ICD-11: NE6Z] Approved"
"D04JZH","Pain [ICD-11: MG30-MG3Z] Phase 1"
"D04JZP","Psychotic disorder [ICD-11: 6A20-6A25] Phase 2"
"D04KAQ","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D04KBL","Metastatic colorectal cancer [ICD-11: 2B91] Approved"
"D04KBL","Colorectal cancer [ICD-11: 2B91.Z] Phase 3"
"D04KBL","Brain metastases [ICD-11: 2D50] Phase 2"
"D04KBL","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04KBL","Lung cancer [ICD-11: 2C25.0] Phase 1"
"D04KBL","Ovarian cancer [ICD-11: 2C73] Application submitted"
"D04KBU","Hypertension [ICD-11: BA00-BA04] Phase 2"
"D04KBU","Heart failure [ICD-11: BD10-BD13] Phase 2"
"D04KCT","Anaesthesia [ICD-11: 9A78.6] Discontinued in Phase 1"
"D04KEL","Fungal infection [ICD-11: 1F29-1F2F] Investigative"
"D04KFR","Pain [ICD-11: MG30-MG3Z] Investigative"
"D04KGB","Autoimmune diabetes [ICD-11: 5A10] Investigative"
"D04KHH","Bacterial infection [ICD-11: 1A00-1C4Z] Discontinued in Phase 3"
"D04KHY","Stomach disease [ICD-11: DA43-DA4Y] Phase 2"
"D04KHY","Neuropathic pain [ICD-11: 8E43.0] Discontinued in Phase 1"
"D04KIH","Photocontact dermatitis [ICD-11: EK20] Patented"
"D04KIH","Irritant contact dermatitis [ICD-11: EK02] Patented"
"D04KIH","Allergic contact dermatitis [ICD-11: EK00] Patented"
"D04KJO","Asthma [ICD-11: CA23] Approved"
"D04KJT","Hepatitis C virus infection [ICD-11: 1E51.1] Phase 1"
"D04KKE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 3"
"D04KKX","Bacterial infection [ICD-11: 1A00-1C4Z] Investigative"
"D04KMO","Epilepsy [ICD-11: 8A60-8A68] Terminated"
"D04KMP","Cognitive impairment [ICD-11: 6D71] Phase 3"
"D04KMQ","Rheumatoid arthritis [ICD-11: FA20] Phase 1"
"D04KNL","Ocular disease [ICD-11: 1F00.1Z] Phase 1"
"D04KQF","Multiple myeloma [ICD-11: 2A83] Investigative"
"D04KRV","Prostate cancer [ICD-11: 2C82.0] Phase 1"
"D04KTI","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2"
"D04KTZ","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D04KUJ","Obesity [ICD-11: 5B81] Patented"
"D04KUK","Lymphatic disease [ICD-11: BD9Z] Approved"
"D04KVA","Thrombotic stroke [ICD-11: 8B20] Phase 1"
"D04KVA","Myocardial infarction [ICD-11: BA41-BA43] Phase 1"
"D04KVQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04KWH","Depression [ICD-11: 6A70-6A7Z] Investigative"
"D04KWO","Scleroderma [ICD-11: 4A42] Phase 1"
"D04KWY","Cocaine addiction [ICD-11: 6C45.2] Phase 1"
"D04KXF","Bacterial infection [ICD-11: 1A00-1C4Z] Discontinued in Phase 1"
"D04KYB","Alopecia [ICD-11: ED70] Phase 2"
"D04KYB","Acne vulgaris [ICD-11: ED80] Phase 2"
"D04KYY","Hyperuricaemia [ICD-11: 5C55.Y] Approved"
"D04KZH","Influenza virus infection [ICD-11: 1E30-1E32] Investigative"
"D04KZN","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 1"
"D04KZS","Duchenne dystrophy [ICD-11: 8C70] Phase 1/2"
"D04KZY","Acute myeloid leukaemia [ICD-11: 2A60] Approved"
"D04LAQ","Heart failure [ICD-11: BD10-BD13] Discontinued in Phase 1"
"D04LBC","Bacterial infection [ICD-11: 1A00-1C4Z] Phase 3"
"D04LBC","Pneumonia [ICD-11: CA40] Phase 2"
"D04LBC","Acute bacterial skin infection [ICD-11: 1C41] Application submitted"
"D04LBJ","Asthma [ICD-11: CA23] Investigative"
"D04LCQ","Glaucoma/ocular hypertension [ICD-11: 9C61] Approved"
"D04LCX","Leptospira infection [ICD-11: 1B91] Approved"
"D04LDH","Ataxia-telangiectasia [ICD-11: 4A01.31] Investigative"
"D04LDK","Dyspepsia [ICD-11: MD92] Preclinical"
"D04LEH","Pain [ICD-11: MG30-MG3Z] Phase 2"
"D04LEK","Schizophrenia [ICD-11: 6A20] Discontinued in Phase 1"
"D04LFG","Major depressive disorder [ICD-11: 6A70.3] Terminated"
"D04LFR","Pre-sarcopenia [ICD-11: FB32.Y] Phase 1"
"D04LGK","Allergy [ICD-11: 4A80-4A85] Investigative"
"D04LHG","Cancer related pain [ICD-11: MG30] Investigative"
"D04LHJ","Nausea and vomiting [ICD-11: MD90] Approved"
"D04LIH","Ebola virus infection [ICD-11: 1D60.0] Phase 1"
"D04LIR","Cerebrovascular ischaemia [ICD-11: 8B1Z] Terminated"
"D04LJB","Onychomycosis [ICD-11: EE12.1] Phase 2"
"D04LKS","High-risk myelofibrosis [ICD-11: 2A20.2] Approved"
"D04LKS","Essential thrombocythemia [ICD-11: 3B63.1Z] Approved"
"D04LKS","Pancreatic cancer [ICD-11: 2C10] Phase 3"
"D04LKS","Atopic dermatitis [ICD-11: EA80] Phase 1/2"
"D04LKS","Vitiligo [ICD-11: ED63.0] Phase 1/2"
"D04LMJ","Poison intoxication [ICD-11: NE6Z] Investigative"
"D04LMZ","Smoking dependence [ICD-11: 6C4A.2] Phase 2"
"D04LMZ","Myocardial infarction [ICD-11: BA41-BA43] Phase 2"
"D04LMZ","Tobacco dependence [ICD-11: 6C4A.2] Phase 2"
"D04LOR","Atrial fibrillation [ICD-11: BC81.3] Phase 2"
"D04LPZ","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Discontinued in Phase 1"
"D04LQN","Acute liver failure [ICD-11: DB91] Phase 3"
"D04LQN","Heart failure [ICD-11: BD10-BD13] Phase 2/3"
"D04LRQ","Motor neurone disease [ICD-11: 8B60] Investigative"
"D04LRU","Hypertension [ICD-11: BA00-BA04] Terminated"
"D04LSD","Cognitive impairment [ICD-11: 6D71] Phase 1"
"D04LSH","Diabetic nephropathy [ICD-11: GB61.Z] Discontinued in Phase 1"
"D04LTF","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D04LTO","Gallstone [ICD-11: DC11.3] Investigative"
"D04LTQ","Obesity [ICD-11: 5B81] Phase 2"
"D04LUG","Gram-positive bacterial infection [ICD-11: 1B74-1G40] Investigative"
"D04LVK","Non-small-cell lung cancer [ICD-11: 2C25.Y] Approved"
"D04LWT","Asthma [ICD-11: CA23] Phase 1"
"D04LXB","Multiple myeloma [ICD-11: 2A83] Phase 2"
"D04LYD","Edema [ICD-11: MG29] Approved"
"D04LZF","Ischemic stroke [ICD-11: 8B11.5Z] Phase 1/2"
"D04MBK","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04MBK","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"D04MBK","Malignant lymphatic [ICD-11: 2A82] Phase 1"
"D04MBQ","Wet age-related macular degeneration [ICD-11: 9B78.3Z] Phase 1"
"D04MBS","Cardiovascular disease [ICD-11: BA00-BE2Z] Terminated"
"D04MCY","Hepatitis C virus infection [ICD-11: 1E51.1] Phase 2"
"D04MDJ","Bacterial infection [ICD-11: 1A00-1C4Z] Discontinued in Phase 1"
"D04MDO","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04MEB","Mycobacterium infection [ICD-11: 1B10-1B21] Investigative"
"D04MEM","Influenza virus infection [ICD-11: 1E30-1E32] Investigative"
"D04MFQ","Myotonic dystrophy [ICD-11: 8C71.0] Investigative"
"D04MFW","Prostate cancer [ICD-11: 2C82.0] Investigative"
"D04MFY","Cerebrovascular ischaemia [ICD-11: 8B1Z] Terminated"
"D04MGD","Bipolar disorder [ICD-11: 6A60] Phase 1"
"D04MGI","Human immunodeficiency virus infection [ICD-11: 1C62] Preclinical"
"D04MGU","Central nervous system disease [ICD-11: 8A04-8D87] Approved"
"D04MGW","Myelodysplastic syndrome [ICD-11: 2A37] Phase 2"
"D04MGW","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1/2"
"D04MHP","Alzheimer disease [ICD-11: 8A20] Investigative"
"D04MHV","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04MHV","Metastatic cancer [ICD-11: 2D50-2E2Z] Patented"
"D04MKJ","Irritable bowel syndrome [ICD-11: DD91.0] Phase 3"
"D04MLE","Diabetic complication [ICD-11: 5A2Y] Investigative"
"D04MLR","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1/2"
"D04MMJ","Schizophrenia [ICD-11: 6A20] Preclinical"
"D04MNL","Osteoporosis [ICD-11: FB83.0] Discontinued in Phase 2"
"D04MOF","Chronic obstructive pulmonary disease [ICD-11: CA22] Discontinued in Phase 2"
"D04MOZ","Gram-positive bacterial infection [ICD-11: 1B74-1G40] Investigative"
"D04MPB","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 2"
"D04MPV","Obesity [ICD-11: 5B81] Patented"
"D04MRA","Diabetic complication [ICD-11: 5A2Y] Discontinued in Phase 1"
"D04MRG","Sweetener [ICD-11: N.A.] Approved"
"D04MRQ","Metastatic malignant neoplasm [ICD-11: 2D50-2E09] Approved"
"D04MRX","Intervertebral disc displacement [ICD-11: FB1Y] Investigative"
"D04MSM","Epilepsy [ICD-11: 8A60-8A68] Approved"
"D04MSM","Type-1 diabetes [ICD-11: 5A10] NDA filed"
"D04MSM","Gastric adenocarcinoma [ICD-11: 2B72] Phase 3"
"D04MUQ","Ricin poisoning [ICD-11: NE61] Phase 1"
"D04MWJ","bronchial hyperreactivity [ICD-11: CB40] Approved"
"D04MWJ","Asthma [ICD-11: CA23] Approved"
"D04MXN","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04MXO","Hepatitis C virus infection [ICD-11: 1E51.1] Investigative"
"D04MXV","Lyme disease [ICD-11: 1C1G] Investigative"
"D04MYC","Human immunodeficiency virus infection [ICD-11: 1C62] Investigative"
"D04MYG","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04MYO","Asthma [ICD-11: CA23] Discontinued in Phase 1"
"D04MYS","Psoriasis vulgaris [ICD-11: EA90] Phase 2"
"D04MZP","Autoimmune diabetes [ICD-11: 5A10] Phase 1"
"D04MZR","Exocrine pancreatic insufficiency [ICD-11: DC35.1] Phase 3"
"D04NAQ","Hepatic fibrosis [ICD-11: DB93.0] Phase 2"
"D04NAQ","Liver cirrhosis [ICD-11: DB93.1] Phase 2"
"D04NBY","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04NCC","Alzheimer disease [ICD-11: 8A20] Patented"
"D04NCJ","Hyperlipidaemia [ICD-11: 5C80] Discontinued in Phase 2"
"D04NCK","Acute myocardial infarction [ICD-11: BA41] Phase 4"
"D04NCK","Severe acute respiratory syndrome (SARS) [ICD-11: 1D65] Discontinued in Phase 3"
"D04NDK","Juvenile idiopathic arthritis [ICD-11: FA24] Phase 2"
"D04NDK","Clostridium infection [ICD-11: 1A04] Phase 2"
"D04NDM","Intestinal amebiasis [ICD-11: 1A36] Approved"
"D04NFB","Human immunodeficiency virus infection [ICD-11: 1C62] Terminated"
"D04NHQ","Herpes simplex virus infection [ICD-11: 1F00] Phase 1"
"D04NIZ","Schizophrenia [ICD-11: 6A20] Phase 2"
"D04NJP","Sickle-cell anaemia [ICD-11: 3A51] Phase 2"
"D04NJS","Dyslipidemia [ICD-11: 5C80-5C81] Phase 1"
"D04NJS","Type-2 diabetes [ICD-11: 5A11] Phase 1"
"D04NKJ","Severe acute respiratory syndrome (SARS) [ICD-11: 1D65] Discontinued in Phase 2"
"D04NMF","Herpes simplex virus infection [ICD-11: 1F00] Discontinued in Phase 1"
"D04NMJ","Immune System disease [ICD-11: 4A01-4B41] Patented"
"D04NNJ","Prostate hyperplasia [ICD-11: GA90] Phase 3"
"D04NNK","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04NOE","Colorectal cancer [ICD-11: 2B91.Z] Phase 1/2"
"D04NPP","Raynaud disease [ICD-11: BD42.0] Discontinued in Phase 2"
"D04NPP","Hypertension [ICD-11: BA00-BA04] Discontinued in Phase 2"
"D04NPP","Erectile dysfunction [ICD-11: HA01.1] Discontinued in Phase 2"
"D04NPR","Schizophrenia [ICD-11: 6A20] Phase 3"
"D04NPX","Hypotension [ICD-11: BA20-BA21] Discontinued in Phase 1"
"D04NQI","Malaria [ICD-11: 1F40-1F45] Approved"
"D04NQZ","Human papillomavirus infection [ICD-11: 1A9Y] Phase 1"
"D04NRB","Obesity [ICD-11: 5B81] Phase 3"
"D04NRB","Diabetic complication [ICD-11: 5A2Y] Phase 3"
"D04NRP","Virus infection [ICD-11: 1A24-1D9Z] Investigative"
"D04NRV","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D04NSW","Arteriosclerosis [ICD-11: BD40] Terminated"
"D04NTJ","Non-insulin dependent diabetes [ICD-11: 5A11] Approved"
"D04NVG","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2/3"
"D04NVK","Prostate cancer [ICD-11: 2C82.0] Investigative"
"D04NWP","Cardiac arrhythmias [ICD-11: BC9Z] Discontinued in Phase 2"
"D04NWU","Allergic rhinitis [ICD-11: CA08.0] Phase 2"
"D04NXG","Crohn disease [ICD-11: DD70] Patented"
"D04NXG","Ulcerative colitis [ICD-11: DD71] Patented"
"D04NXG","Urinary tract infection [ICD-11: GC08] Patented"
"D04NXL","Advanced sarcoma [ICD-11: 2A60-2C35] Phase 2"
"D04NXQ","Gonococcal urethritis [ICD-11: 1A70.0Y] Approved"
"D04NXR","Diabetic complication [ICD-11: 5A2Y] Discontinued in Phase 1"
"D04NYX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04OBB","Hay fever [ICD-11: CA08.00] Approved"
"D04OBS","Chronic obstructive pulmonary disease [ICD-11: CA22] Investigative"
"D04OCC","Anaesthesia [ICD-11: 9A78.6] Discontinued in Phase 2"
"D04OCO","Obesity [ICD-11: 5B81] Investigative"
"D04ODH","Hypothalamic hypogonadism [ICD-11: 5A61.2] Approved"
"D04ODO","Hyperlipidaemia [ICD-11: 5C80] Phase 2"
"D04ODQ","Hyperlipidaemia [ICD-11: 5C80] Discontinued in Phase 1"
"D04OFR","Respiratory syncytial virus infection [ICD-11: 1C80] Phase 2/3"
"D04OFY","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04OGH","Smoking dependence [ICD-11: 6C4A.2] Phase 1"
"D04OGP","Respiratory distress syndrome [ICD-11: CB00] Phase 3"
"D04OGS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04OGZ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04OIF","Overactive bladder [ICD-11: GC50.0] Discontinued in Phase 1"
"D04OIG","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04OJM","Renal cell carcinoma [ICD-11: 2C90] Phase 2"
"D04OKJ","Endocarditis [ICD-11: BB40-BA42] Terminated"
"D04OLK","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04OMR","Osteoporosis [ICD-11: FB83.0] Phase 1"
"D04ONP","Sepsis [ICD-11: 1G40-1G41] Discontinued in Phase 1"
"D04OOC","Mycobacterium infection [ICD-11: 1B10-1B21] Terminated"
"D04OPS","Chronic obstructive pulmonary disease [ICD-11: CA22] Investigative"
"D04OQU","Rheumatoid arthritis [ICD-11: FA20] Phase 1"
"D04ORP","Melanoma [ICD-11: 2C30] Phase 3"
"D04OSA","Alzheimer disease [ICD-11: 8A20] Phase 1"
"D04OSE","Angina pectoris [ICD-11: BA40] Approved"
"D04OTH","Neuroendocrine cancer [ICD-11: 2B72.1] Phase 2"
"D04OTY","Psoriasis vulgaris [ICD-11: EA90] Phase 2"
"D04OUP","Alzheimer disease [ICD-11: 8A20] Investigative"
"D04OXD","Virus infection [ICD-11: 1A24-1D9Z] Phase 3"
"D04OXG","Cerebral oedema in diabetic ketoacidosis [ICD-11: 8D60.1] Phase 1"
"D04OXU","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 2"
"D04OYW","Injury [ICD-11: NA00-ND5Z] Investigative"
"D04OZL","Fallopian tube cancer [ICD-11: 2C74] Phase 2"
"D04OZR","Neurodegenerative disorder [ICD-11: 8A20-8A23] Investigative"
"D04PAF","Autoimmune diabetes [ICD-11: 5A10] Investigative"
