DrugID,Indication
DB00397,"For the treatment of nasal congestion, control of urinary incontinence, priapism and obesity."
DB00398,Sorafenib is indicated for the treatment of unresectable hepatocellular carcinoma and advanced renal cell carcinoma.  
DB00399,"Zoledronic acid is indicated to treat hypercalcemia of malignancy, multiple myeloma, bone metastases from solid tumors, osteoporosis in men and postmenopausal women, glucocorticoid induced osteoporosis, and Paget's disease of bone in men and women.[L13712,L13715,L13721] Zoledronic acid is also indicated for the prevention of osteoporosis in post menopausal women and glucocorticoid induced osteoporosis.[L13712,L13715,L13721]"
DB00400,"For the treatment of ringworm infections of the skin, hair, and nails, namely: tinea corporis, tinea pedis, tinea cruris, tinea barbae, cradle cap or other conditions caused by <i>Trichophyton</i> or <i>Microsporum</i> fungi."
DB00401,For the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.
DB00402,Eszopiclone is indicated for the treatment of insomnia.[L6769]
DB00403,Caerulein is used in the treatment of paralytic ileus and as diagnostic aid in pancreatic malfunction.
DB00404,"Alprazolam is indicated for the acute treatment of generalized anxiety disorder in adults.[L34783] Alprazolam is also indicated, either as a standard or extended-release formulation, for the treatment of panic disorder with or without agoraphobia in adults.[L34783, L34788]
Alprazolam may also be prescribed off-label for insomnia, premenstrual syndrome, and depression.[A177973]"
DB00405,"For treatment and relief of symptoms of allergies, hay fever, and colds"
DB00406,"For the treatment of bacterial and fungal infections inside the mouth (thrush) and skin, also for the prevention of transmission of Chagas' disease (as a blood additive)."
DB00407,"For prevention of deep vein thrombosis, which may result in pulmonary embolism, following knee surgery."
DB00408,For the management of the manifestations of psychotic disorders such as schizophrenia
DB00409,Remoxipride is an atypical antipsychotic once used for the treatment of schizophrenia.[A215532]
DB00410,"Indicated for the treatment of impetigo and secondary skin infections, leading to traumatic skin lesions, due to _Staphylococcus aureus_ and _Streptococcus pyogenes_.[L10580] "
DB00411,Carbamoylcholine is indicated to induce miosis for surgery and to reduce intraocular pressure elevations in the first 24 hours after cataract surgery.[L30245]
DB00412,Rosiglitazone is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 
DB00413,This drug is indicated for the symptomatic treatment of Parkinson’s disease [FDA label].  This drug can be administered as monotherapy or in conjunction with levodopa. It is also indicated for symptomatic treatment of moderate to severe primary Restless Legs Syndrome (RLS) [FDA label].  
DB00414,Used in the management of diabetes mellitus type 2 (adult-onset).
DB00415,"For treatment of infection (Respiratory, GI, UTI and meningitis) due to E. coli, P. mirabilis, enterococci, Shigella, S. typhosa and other Salmonella, nonpenicillinase-producing N. gononhoeae, H. influenzae, staphylococci, streptococci including streptoc"
DB00416,For use as an anesthesia adjunct to induce skeletal muscle relaxation and to reduce the intensity of muscle contractions in convulsive therapy.
DB00417,"Indicated for the treatment of mild to moderately severe infections due to penicillin G­-sensitive microorganisms, with the use of bacteriological studies (including sensitivity tests) and clinical response.[label] 
Phenoxymethylpenicillin may be used for the treatment of: 
- mild to moderate infections of the upper respiratory tract, scarlet fever, and mild erysipelas caused by Streptococcus without bacteremia
- mild to moderately severe infections of the respiratory tract caused by Pneumococcus
- mild infections of the skin and soft tissues caused by penicillin G-sensitive Staphylococcus
- mild to moderately severe infections of the oropharynx caused by Fusospirochetosis, including Vincent’s gingivitis and pharyngitis, usually respond to oral penicillin therapy
**Off-label**
Indicated for use as prophylaxis against bacterial endocarditis in patients with congenital heart disease or rheumatic or other acquired valvular heart disease when they undergo dental procedures and surgical procedures of the upper respiratory tract.[label]"
DB00418,For the Short-term treatment of intractable insomnia for patients habituated to barbiturates
DB00419,"For the treatment of adult patients with mild to moderate type 1 (nonneuropathic) Gaucher's disease for whom enzyme replacement therapy is not a therapeutic option (e.g. due to constraints such as allergy, hypersensitivity, or poor venous access). Now approved in some countries for the treatment of progressive neurological symptoms in adult and pediatric patients with Niemann-Pick disease type C (NP-C). "
DB00420,Used as an adjunct for short term treatment of moderate and severe psychomotor agitation. Also used to treat agitation or restlessness in the elderly.
DB00421,"Spironolactone is indicated for the treatment of New York Heart Association Class III-IV heart failure, management of edema in cirrhotic adults not responsive to fluid and sodium restrictions, primary hyperaldosteronism short-term preoperatively, primary hyperaldosteronism long-term in patients with aldosterone producing adrenal adenomas that are not candidates for surgery or patients with bilarteral micro/macronodular adrenal hyperplasia, as an add-on therapy in hypertension, and in nephrotic syndrome when treatment of the disease as well as fluid and sodium restriction with other diuretics is inadequate.[Label]
Spironolactone has antiandrogenic activity which leads to many of its off label uses. Spironolactone is used off label in the treatment of hirsutism, female pattern hair loss, and adult acne vulgaris.[A178135]
Spironolactone is also frequently used for its antiandrogenic effects in transgender female patients due to its low cost and reducing male-pattern hair growth.[A178138]"
DB00422,Methylphenidate is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 6 years of age and older and for the treatment of narcolepsy.
DB00423,"Methocarbamol tablets and intramuscular injections are indicated in the United States as an adjunct to rest, physical therapy, and other measures for the relief of discomforts associated with acute, painful musculoskeletal conditions.[Label,L6268] Oral methocarbamol in America may be given up to 1500mg 4 times daily for 2-3 days.[A31312]
In Canada, methocarbamol containing oral formulations are sold over the counter for pain associated with muscle spasm.[L6295] However, if these combination formulations include codeine, they are prescription only.[L6295]"
